ID,Severity,VPR Score (Beta),VPR Score,CVSS Score,Plugin Name,Software,Path,Software Fix Version
CVE-2022-2816,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2816,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2581,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2581,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2581,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2581,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2580,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2580,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2580,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2580,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2571,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2571,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2571,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2571,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-25265,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2022-25265,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2022-2522,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2522,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2522,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2522,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.17
CVE-2022-2345,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2345,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2345,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2345,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2344,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2344,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2344,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2344,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2304,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2304,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2304,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2304,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2289,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2289,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2289,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2289,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2286,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2286,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2286,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2286,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2285,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2285,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2285,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2285,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2284,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2284,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2284,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2284,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2264,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2264,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2264,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2264,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2257,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2257,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2257,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2257,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2210,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2210,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2210,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2210,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2207,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-2207,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-2207,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-2207,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-2206,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2206,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2206,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2206,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2183,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2183,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2183,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2183,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2182,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2182,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2182,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2182,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.16
CVE-2022-2175,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2175,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2175,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2175,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2129,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2129,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2129,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2129,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2126,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2126,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2126,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2126,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2125,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2125,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2125,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2125,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2124,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2124,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2124,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2124,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-2042,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-2042,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-2042,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-2042,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-2000,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-2000,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-2000,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-2000,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1968,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1968,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1968,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1968,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1942,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1942,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1942,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1942,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1927,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1927,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1927,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1927,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1898,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1898,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1898,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1898,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1897,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1897,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1897,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1897,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1886,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1886,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1886,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1886,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.21
CVE-2022-1851,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1851,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1851,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1851,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1796,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1796,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1796,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1796,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1785,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1785,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1785,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1785,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1735,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1735,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1735,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1735,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1733,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1733,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1733,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1733,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1720,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1720,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1720,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1720,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1629,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1629,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1629,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-1629,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-0685,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0685,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0685,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0685,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0629,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0629,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0629,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0629,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0572,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0572,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0572,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0572,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0554,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0554,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0554,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0554,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0443,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0443,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0443,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0443,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0413,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-0413,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-0413,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-0413,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.13
CVE-2022-0408,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0408,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0408,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0408,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0368,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0368,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0368,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0368,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0361,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0361,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0361,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0361,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0359,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0359,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0359,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0359,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0351,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0351,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0351,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0351,High,4.9,6.7,7.8,,vim 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0261,High,4.9,6.7,7.8,,xxd 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0261,High,4.9,6.7,7.8,,vim-runtime 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
CVE-2022-0261,High,4.9,6.7,7.8,,vim-common 2:8.1.2269-1ubuntu5.11,,2:8.1.2269-1ubuntu5.14
