asset.display_ipv4_address,asset.name,asset_id,definition.family,definition.id,definition.name,definition.vpr.score,finding_id,first_observed,last_seen,severity,state
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,114796,Content Security Policy Missing 'Report-To',2.15,27947e0d-170f-5037-a06f-f75a6774da13,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,29254068-a9f4-511c-b933-106544b830b8,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,2bfcaba9-649f-5092-8b9f-d120b3807eef,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
20.190.173.64,enterpriseregistration.shieldsec.com.br,b1209bb6-3c68-417b-85b9-6e969db96a2f,SSL/TLS,112544,HTTP to HTTPS Redirect Not Enabled,2.5,2c20b324-abf1-515a-8cd2-9032a7da015f,2026-06-05T19:00:15.565Z,2026-06-05T19:00:15.565Z,Medium,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112554,Permissive Content Security Policy Detected,2.15,2cef87fc-5a55-53d8-a933-7d8f74bb6b71,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,112554,Permissive Content Security Policy Detected,2.15,2d7a386d-48b6-5c0a-b83d-d85d3b8a0427,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,114796,Content Security Policy Missing 'Report-To',2.15,30f3cd53-76e4-5156-8086-bf31371cfc65,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,32459840-a238-5066-9b4a-53dc8017d073,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,35fe6853-dada-5250-82a5-5b52997021cc,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,36c944da-cf63-571e-bf2f-7828c6e15712,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Medium,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,114796,Content Security Policy Missing 'Report-To',2.15,37fe506e-d931-5214-bc51-87d3315f21af,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,384cbde7-4845-5355-a005-58011524f163,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,389ac50c-3485-50ac-b04f-9e1ea5afe95b,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
89.117.7.156,www.shieldsec.com.br,bac88b2d-2e9a-4b49-8468-9af6be0a1e8a,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,39b39ec3-c55f-5163-9815-8b4c423cb248,2026-06-05T19:00:14.988Z,2026-06-05T19:00:14.988Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,3d3ce689-76c3-5e0d-b16b-b006aadc0da7,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,40fc5237-7f08-5791-876f-9b8f21def32c,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,411595e6-f237-50ea-af3f-4262877f48b2,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,41604003-1511-5326-88c5-c8b4eba6b1bb,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,112554,Permissive Content Security Policy Detected,2.15,417eaf9f-536b-56f8-beed-95df6688fb5d,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
